Milliseconds,X,Y,Z
13950,-1.5534288,-0.14934994,-2.728576
14001,-1.0191991,0.61444396,-2.1874222999999997
14050,-0.5478201,0.095660664,-0.6129626
14101,0.22769177,0.6916756,1.7045181
14150,0.6814939999999999,0.309246,2.857666
14200,0.97710466,0.013635373000000001,2.786826
14250,1.3185216,-0.033768855,2.0864153
14301,1.2966837,0.70712197,1.380678
14350,0.8002709,0.80193037,1.0605663
14400,0.35445809999999994,0.3981955,1.2368675
14450,0.39919916,-0.07957519,1.5223581
14500,0.39067706,-0.5765206,1.3396654
14551,0.05352117,-0.7895733,0.72181255
14601,-0.7475569999999999,-0.5424321999999999,-0.5895268
14650,-1.9688815,0.53295135,-3.2393696
14700,-1.8501047,0.6719682,-3.572797
14750,-1.5683424,0.77742934,-3.1648014
14800,-1.4442393,-0.38690367,-2.9783802
14850,-1.0239928,-0.39968687,-1.5637101999999998
14901,-0.10094204,0.7140460999999999,-0.13252877
14951,0.32036966,2.0813116999999997,2.3314257
15000,0.7395509,0.549463,3.0227816
15050,1.0500753,0.289006,2.40919
15100,1.6950922,-0.11046783,1.5175644
15150,1.4490165000000002,0.90153253,1.0254127
15201,0.87643725,0.73961246,1.1788106000000003
15250,0.63142663,-0.019920425,1.1862675
15300,0.5925444999999999,-0.088629924,1.0499138000000001
15350,0.17549385,-1.4697440000000002,0.8304693999999999
15400,-0.3853674,-1.4979736000000001,-0.36528888
15450,-1.4868497999999999,-0.5269858000000001,-2.1911504
15500,-1.5374497999999999,-0.16319837,-3.2207277000000003
15550,-1.615214,-0.5781185000000001,-3.033774
15600,-1.3574203,0.64586926,-3.0561442000000003
15651,-0.717197,-0.16532889,-2.0159147
15701,-0.34062633,0.061572228,-0.505371
15750,-0.023177802999999997,1.519918,1.5612402
15800,0.030618005,0.23201439999999998,3.0217166
15850,0.81838036,0.18940386,2.1663099999999997
15900,1.7036144,-0.41406792,1.4946612
15950,1.5986858999999998,0.11962909,1.1250148000000002
16000,0.83808774,-0.06625939,1.2097033000000001
16050,0.5984034,0.17662069,1.2251496000000002
16100,0.70066875,-0.22817944,1.1665602
16150,0.26071492,-0.9589502000000001,1.0967853
16201,-0.58510435,-1.129925,0.5950462
16251,-1.2674055,-0.73950595,-0.92242163
16300,-1.6343888,-0.18024258,-2.448944
16350,-1.8224078000000001,-0.44176477,-2.9155295
16400,-1.5598203000000002,0.24746072,-3.0550792
16450,-1.3568877000000001,-0.88331646,-2.3056662
16500,-0.8583443999999999,-0.07371624,-1.694205
16551,-0.19308732,1.5268421,-0.13732246
16601,-0.07910413,0.87010723,2.4725732999999996
16650,0.3139781,0.7928755999999999,3.4883019999999996
16700,0.5925444999999999,0.89460826,3.1442217999999995
16750,1.3414248,0.80832195,2.243009
16800,1.2551383999999999,0.9755683,1.4360718000000001
16850,1.02877,0.29699549999999997,1.370558
16901,0.7704435000000001,-0.4422974,1.3673623
16951,0.5765655,-0.8731965,0.85763365
17000,0.27403072,-0.69689536,0.08638289
17050,-0.62824744,-0.76613754,-1.2036512
17100,-1.1608791,-1.008485,-2.8116665000000003
17151,-1.6093551000000001,0.86478096,-2.4894244999999997
17201,-1.2769928999999998,1.4197832000000001,-2.977315
17250,-1.7291973000000003,-1.7887906000000002,-1.4630428999999998
17300,-0.91160756,1.3409537,-1.5317523000000002
17350,-0.17604311,-0.26546365,-0.28912252
17400,0.4902792,-0.7544196,0.20729029
17451,0.9946815,-0.5408343000000001,1.1660274
17501,1.2375616000000003,0.6634460999999999,1.6533855
17550,1.033031,0.70765454,1.7359433999999998
17600,1.0932183000000002,-0.41619846,1.3306106000000002
17651,0.92490673,0.02695117,1.6145034
17700,0.5909466,-0.34695634,1.6698971000000002
17750,0.4146455,-0.37092474,1.2826738000000002
17800,0.4769634,-0.65641534,1.010499
17851,0.44926655,-0.844967,0.7638905
17900,0.33208755,-0.6446974,0.343644
17950,-0.12064942,-1.0745312,-0.27367620000000004
18000,-0.6953590999999999,-0.7267228,-0.84998375
18050,-1.0218624,-0.46200478,-1.1626385000000001
18101,-1.1907066000000002,-0.7762574999999999,-1.5088491000000002
18151,-0.9169339,-0.40980685,-1.2340113000000001
18201,-0.8583443999999999,-0.5003542999999999,-1.8550598999999999
18251,-0.57125586,-1.0218008,-1.4305522
18300,-0.30387476,0.8477367,-1.8689083
18350,-0.49828535,-0.38317528,-1.2638385
18400,-0.34755057,-0.35175,-1.0976576
18450,-0.19575049,-0.6052827,-0.48566362
18501,0.060445383,-0.0076698973,-0.37008253
18550,0.10092539999999998,-1.287584,0.5439136
18600,0.19040754,-0.29688895,0.7127578
18650,0.41517815,0.6980672,0.93752843
18700,0.41730866,0.6224335,1.2278126
18750,0.16856962,0.065833285,1.4488549
18800,0.11903487,-0.048149914,1.3833413
18850,0.39014444,-0.13230573,1.4046464
18900,0.40079707,-0.104076244,1.3678948999999998
18950,0.31024966,0.042397488,1.1644295
19001,0.20265807,0.58834505,1.0472504999999999
19050,0.06257591,0.6970019000000001,1.1404611
19100,0.16910227,1.3313663,0.9859979
19151,0.08974013,0.85146517,0.7772063
19200,0.019965367,1.0101894,0.29038084
19250,-0.19575049,0.22082913,-0.14850773
19300,-0.37950844,0.52869034,-0.8446574
19350,-0.54888535,0.05198486,-0.9597059000000001
19400,-0.8061465,0.83335567,-1.455586
19450,-0.9755234,0.93988204,-1.6574533999999999
19500,-1.2865802,1.0416147,-1.3602448999999999
19550,-1.299896,1.5007433000000001,-1.3756912000000001
19600,-1.4804583,1.0815620000000001,-0.7578384
19650,-1.366475,1.0128525,-0.29604673
19700,-1.1342475,1.2940822,-0.45423836
19750,-0.74649173,0.9846231,-0.22946775
19800,-0.40028109999999995,0.79660404,0.10875342
19850,-0.16645575,0.6490651,0.39797246
19901,-0.015188328000000001,1.3473454,0.64724416
19951,0.0540538,2.4174025,0.62593883
20000,-0.11692099,1.4059348,1.0259453
20050,-0.12863888,0.90845674,1.303979
20100,-0.005068324,1.2775706,1.1553749
20150,0.048194848,1.6621306,0.9497789000000001
20200,-0.10094204,1.06292,1.1553749
20250,-0.10094204,1.2184483999999998,1.0174233
20300,-0.1020073,1.1108568,0.91142946
20350,-0.027438857,1.0330925,0.7777389
20401,0.08388118,0.7167093000000001,0.62434095
20450,0.37523076,0.8109851,0.5455114999999999
20500,0.33421808,0.80406094,0.62221044
20550,0.36031705,0.59793246,0.62274307
20600,0.32676128,0.5878124,0.52953255
20650,0.23568124,0.50578713,0.13059132
20700,0.1227633,0.64746714,-0.20549932
20750,-0.22824103,0.49300396,-0.39405100000000004
20801,-0.35287684,0.8850209000000001,-0.7205541999999999
20851,-0.46686006,0.7199051,-0.86063635
20901,-0.7193275,1.1406842,-1.0380027
20950,-0.992035,1.515657,-1.1136363999999999
21000,-1.2178707,1.7723853999999999,-1.378887
21050,-1.259416,1.1534673,-1.3133733
21100,-1.3457024,1.0970084999999998,-1.0843418
21151,-1.1827171,0.7715704000000001,-1.0545143
21200,-1.1038876,0.7928755999999999,-1.1035165
21250,-0.87751913,0.20698072,-1.0933964
21300,-0.69748956,0.02162485,-0.99645746
21350,-0.47218636,0.2692986,-0.7940574
21400,-0.31186423,0.32362708,-0.7109668
21450,-0.2314368,0.013635373000000001,-0.40044257
21500,-0.02584096,0.14732595,-0.17034563
21551,-0.022112539,0.3060502,0.14443974
21600,-0.21172944,0.31670284,0.1923766
21650,-0.37418213,0.41630500000000004,0.19557238
21700,-0.5190579000000001,0.45731762,0.04004392
21750,-0.45194638,0.49673238,0.10129658
21800,-0.4791106,0.5830187,-0.10483191
21851,-0.43809795,0.53295135,0.13645026
21900,-0.3262453,0.7843535,0.13272184
21950,-0.29961370000000004,0.7119156,-0.18952037
22000,-0.36086637,0.9153809000000002,0.03684813
22050,-0.26392737,0.32202917,0.36654717
22100,-0.024243066,-0.035366747999999996,0.63286304
22151,0.02316116,0.18301228,1.158038
22201,0.10412118599999999,-0.02418148,1.7641729
22251,0.35552335,0.57023555,1.8419371999999998
22300,0.9579299000000001,0.5755619000000001,2.4672468
22350,1.439429,-0.29582366,3.2523459999999997
22400,1.8058797,-1.0095502,3.9511589999999996
22450,2.2064185000000003,-0.014061478999999998,3.2949564
22501,2.2138755,0.6783598000000001,2.5141183999999996
22550,1.8788502,-0.16532889,1.780152
22601,1.2615299999999998,0.68901247,0.87787366
22650,0.12649173,0.49673238,0.42194086
22700,-0.6735211999999999,0.03174485,0.02140181
22750,-0.8215928,-1.9453841,-0.74399006
22800,-0.26392737,-7.8240414000000005,-0.13678983
22850,-0.44715267,1.8442907,-1.908323
22900,-0.66659695,-0.11313099,-0.7818069000000001
22950,-0.008796746999999999,-0.11472888,-0.68966156
23001,0.13714437,0.07861645,-0.48246786
23051,0.035411686,-0.57439005,-0.017480308
23101,0.032215897,-0.08916256,0.053892348
23150,-0.028504122000000003,-0.1355015,0.39477664
23200,-0.3464853,0.049321699999999996,0.6094273
23250,-1.1539549999999998,0.77050513,0.745781
23300,-2.2144247999999997,1.6743813000000003,0.9630947
23351,-2.6810104999999997,1.6062044,1.212899
23401,-1.8820626,0.990482,0.7894568000000001
23450,-1.2407739,1.39688,0.18598501
23500,-0.39069372,-0.18556889999999998,0.32287140000000003
23550,-0.14834626,0.4381429,0.10182921
23601,0.082815915,0.047723807,0.071469195
23650,0.13661173,-0.20953733,0.29357659999999997
23700,0.14140542,0.010972214,0.023532337
23750,0.06950012,-0.050280437000000004,-0.033991892
23800,-0.12970415,-0.09502151,0.06667551
23850,-0.08283256,-0.20367837,0.034184974
23900,-0.051407285,0.0141680045,0.01767339
23950,-0.051407285,-0.038029905,0.043772344000000005
24000,0.003986416,-0.07424887,0.016608125
24050,-0.018384118,-0.14402363,0.071469195
24100,0.007182206500000001,-0.16319837,0.01767339
24150,-0.020514645,-0.04175833,-0.0015013557999999998
24200,-0.053537815999999995,-0.11313099,0.020336548
24250,-0.046613604,-0.12591414,0.02140181
24300,-0.011992537,-0.13922994,0.0064881206
24350,-0.015720958,-0.11845730000000002,0.013944966000000001
24400,-0.009862009,-0.094488874,-0.007360305
24450,-0.038624122999999996,-0.017257268,-0.026535047000000003
24500,-0.09082204,-0.075314134,-0.048905585
24551,-0.09082204,-0.075314134,-0.048905585
24600,-0.09082204,-0.075314134,-0.048905585
