Milliseconds,X,Y,Z
13601,0.42103708,0.10897645,1.4211581
13651,0.33048967,0.5207008,2.0970678
13701,0.058847487000000004,0.30977863,2.1977349999999998
13751,0.36031705,-0.5807817,1.9399414000000001
13802,0.71025616,-0.37731633,1.7055835
13851,0.77204144,-0.2542784,1.3774823
13901,0.65432984,0.06849644,0.8885263000000001
13952,0.3406097,0.52336395,0.7942505
14001,0.058314852,0.025353273,0.93113685
14051,-0.10573573,-0.56586796,0.57161045
14101,-0.053537815999999995,-0.25268048,-0.46435836
14151,-0.36885583,-0.90781754,-1.0683627
14201,-0.5819085,-0.6319143,-1.7123145
14252,-0.87858444,-0.51686585,-2.0824938000000004
14302,-0.8311801999999999,0.29326707,-2.2055316
14352,-0.67618436,0.09725856,-1.8784956999999998
14402,-0.78058016,0.2218944,-1.7069881999999998
14452,-0.6820433000000001,0.7294924,-1.5157733999999998
14502,-0.47644743,-0.08223834,-0.9080405999999999
14551,-0.12597571,-0.20953733,-0.15596457
14601,0.15152542,0.10950909,0.30902293
14651,0.5201066,0.47542712,0.8240779
14701,0.71345186,-0.21805944,1.5782844999999999
14752,0.48069185,0.72629666,1.8770909
14801,0.43967918,0.6314881999999999,1.8994613999999999
14851,0.50732344,-0.10886993,2.0219667
14901,0.73582244,-0.008735161,1.6853435
14951,0.6079908,0.030679591000000003,1.1425916
15001,0.32782649999999997,0.309246,0.87148213
15051,0.08494644,0.53721243,0.67600626
15101,-0.07644098,0.19259965,0.6115578
15151,-0.10040941,-0.034834117000000005,0.27546716
15202,-0.23409997,-0.06732465,-0.5522425999999999
15251,-0.45940322,-0.3954258,-1.0561123
15301,-0.67831486,-0.6601438000000001,-1.7618493000000002
15351,-0.8897697,-0.059335175999999996,-2.1836936000000002
15401,-0.808277,-0.11153309,-2.1709104
15451,-0.7598075,0.35079130000000003,-1.9019313999999998
15501,-0.6554116999999999,0.4434692,-1.8145798
15551,-0.741698,0.7167093000000001,-1.4774239
15601,-0.5078727,0.49406922,-1.0981901
15652,-0.33743054,-0.74376696,-0.046775058
15702,0.32143494,1.1518694,-0.059025586
15751,0.40452550000000004,0.17395754,0.9210169
15801,0.8588604,-0.10567414,1.6635056000000001
15852,0.7709760999999999,0.96651363,1.9766929
15901,0.45139706,0.0035153695,2.2797604
15952,0.39973179999999997,-0.43271002,1.8829498
16001,0.46631077,0.14359753,1.4643012
16051,0.5605866,0.4317513,1.1346022
16101,0.5014644,0.33534497,0.78679365
16152,0.22609386,0.40671763,0.6168840999999999
16201,0.0774896,0.4839492,0.6301999
16251,-0.0018725335999999998,-0.35068476,0.3383177
16301,0.016236946000000002,-0.74589753,0.008618647
16351,-0.25327474,-0.9589502000000001,-0.7557079000000001
16402,-0.49295902,-1.0537586,-1.4401396999999998
16451,-0.77365595,-0.1722531,-2.1448116
16501,-1.0479611999999998,-0.25001734,-1.9578578000000002
16551,-1.051157,-0.017257268,-1.7075208
16601,-1.1294539,0.47489446,-1.5866133999999998
16651,-0.89562863,-0.00553937,-1.1653016999999999
16701,-0.5568748,0.45252395,-1.5029902
16751,-0.43223900000000004,-0.056139387,-0.9671627
16801,0.25432333,0.36890075,-0.12880035
16851,0.57816344,0.15957648,0.69411576
16901,0.5813592,-0.46360266,1.6954633999999997
16952,0.5147802,0.8045935000000001,2.0198362000000003
17002,-0.24049155,-0.04442149,1.9548550999999998
17052,0.18028753,0.6783598000000001,1.4515182
17101,0.656993,0.08447539999999999,1.6725602
17151,0.69694036,0.07808382,1.5276845
17201,0.38588336,0.065833285,1.0254127
17251,0.15099279999999998,0.7049914,0.6925178000000001
17301,-0.08123466,0.50578713,0.74258524
17351,0.060445383,0.059441704000000005,0.46721458
17401,0.366176,-0.68837327,0.23711766
17451,0.21171279999999998,-1.0431061,-0.038252946
17501,-0.18403259,-1.4138178,-0.80044895
17551,-0.58031064,-1.2748008,-1.5908744
17601,-1.2311865,-0.40927422,-2.032959
17651,-0.89030236,0.26130915,-1.8396136000000003
17701,-0.47591478,-0.9972996999999999,-1.6590513
17751,-0.6128011999999999,0.88129246,-2.0638516
17801,-0.7619381,0.6384124,-1.9237693999999999
17851,-0.78910226,-0.36666370000000004,-1.4976639999999999
17901,-0.29748318,-0.34695634,-0.50324047
17951,0.29640126,0.48980817,-0.38180044
18001,0.33368546,-0.45721108,1.1553749
18051,0.80133617,-0.29529104,1.6517876
18101,0.5909466,1.7361665000000002,1.8307519
18151,0.032215897,0.29699549999999997,1.9926720000000002
18201,0.016769579,0.37848812,1.7844129000000002
18251,0.52490026,0.16064174,1.5074444
18301,0.808793,0.4045871,1.3327411
18351,0.7880204000000001,0.6250965999999999,0.8246104999999999
18401,0.3746981,0.6117808000000001,0.67547363
18451,0.113708556,1.1220421,0.4879872
18501,-0.059929393,-0.24628891,0.37080820000000003
18552,0.016236946000000002,-0.64949113,0.0799913
18601,-0.068984136,-0.733647,-0.3035036
18651,-0.6431611999999999,-1.8958495,-1.2952639
18702,-0.90042233,0.008309055,-1.7426746
18752,-1.336115,0.082344875,-1.9514662
18802,-1.1369108,0.8535956,-2.035622
18851,-1.0996264999999998,0.5563871,-1.8065904
18901,-0.69109803,0.45199129999999993,-1.9195083
18951,-0.27617788,-0.5381710999999999,-1.4955333
19001,-0.28576526,-0.09874993,-0.79672056
19051,0.23088755,0.29752812,-0.10376665
19101,0.55259717,0.71564406,0.8789389999999999
19152,0.6197087,0.5207008,1.8675035
19202,0.54940134,0.584084,2.093872
19251,0.14939488,0.8919450999999999,1.2661622
19301,0.34646863,0.047191172999999996,1.7913371
19351,0.65432984,0.12016172,1.839274
19401,0.7773677,-0.17438364,1.2725538
19451,0.72037613,0.31617022,0.9034399999999999
19501,0.15685174,0.48874290000000004,0.84857893
19551,-0.041287288,0.33268179999999997,0.7361936
19601,0.05724959,-0.29209524,0.41448402
19651,-0.050342023,-0.6335122,0.023532337
19701,-0.50041586,-1.0803902,-0.5980489
19752,-0.610138,-0.46999425,-1.3373418
19801,-0.8450286,-0.2846384,-2.1639863999999998
19851,-1.2152077,-0.34908685,-1.7852851000000003
19901,-0.7443612,0.49513450000000003,-1.9413463
19951,-0.6484875,-0.14562152,-1.6995314
20001,-0.74276334,0.99953675,-1.9621188999999999
20052,-0.9728603000000001,-1.2886493,-1.4864787
20102,-0.5147969,1.2860926000000001,-0.81216687
20151,-0.21385996,0.48501450000000007,0.23019347
20201,0.37150234,0.06902908,1.0626968
20252,0.41038445,-0.50514793,2.0384781000000003
20301,0.5504666,-0.4055458,3.7183987999999997
20351,0.43541813,0.93562096,0.5923831
20401,0.3209023,-0.35760894,1.5367392
20451,0.90946037,-0.3032805,1.8483287
20501,0.83648986,-0.37412053,1.5117055
20551,0.47962657,-0.29688895,1.2592379999999999
20601,0.27616122,-0.06412887,0.9300716
20651,0.19626649,0.12655331,0.8075663000000001
20701,0.22130017,-0.010333057,0.45443140000000004
20751,-0.022112539,-0.035366747999999996,0.07200183
20801,-0.3113316,-0.10247835,-0.3120257
20851,-0.71133804,-0.48544058,-0.9644995999999999
20901,-0.6953590999999999,0.13773857,-1.8593209
20951,-1.0181339,-0.75495225,-2.1671822
21002,-0.9835128000000001,-0.48490793,-1.8049924
21051,-0.34542,0.005113265,-1.746403
21101,0.16271068,-0.6622743000000001,-1.8183082
21151,0.05139064,-0.25321314,-2.0915484
21201,-0.09881151,0.68208826,-1.4843482
21251,-0.39921585,-0.21326575,-0.8015142
21302,-0.26446,0.62775975,-0.22946775
21352,-0.02530833,0.053050123,0.85337263
21402,0.4870834,-0.09342361,1.7758908
21451,0.66018873,-0.45987424,2.0182383
21501,0.38961178,4.061104,0.07413236
21551,0.06257591,0.131347,1.5649686999999999
21601,0.28574859999999996,0.6895451,1.4850739
21651,0.34007704,-0.12271836,1.3306106000000002
21701,0.40665603,0.19259965,0.99238956
21752,0.46204972,0.84134513,0.6397873000000001
21802,0.2990644,0.49939555,0.5524357
21851,0.23035492,0.39872816,0.3702756
21901,0.12968752,-0.1386973,0.13538499999999998
21951,-0.0018725335999999998,-0.21592891,-0.066482425
22001,-0.22664312,-0.27185526,-0.38872465
22051,-0.42105374,-0.19835207,-0.91496485
22101,-0.5659295999999999,-0.43484053,-1.5802219
22151,-0.72465384,0.08287749999999999,-2.207662
22201,-0.73637176,-0.83697754,-1.8310915
22251,-0.55847275,0.30178916,-1.7645125
22301,-0.36406213,-0.15041521,-1.4811524
22351,-0.17657574,0.11270488,-1.3746260000000001
22401,0.0774896,-0.24575628,-0.9176280000000001
22451,0.23301807,-0.4625374,-0.46382573
22501,0.46577814,0.26077652,-0.04144874
22552,0.4972034000000001,1.0128525,0.47041035
22601,0.4093192,-0.38530582,1.4999876
22651,0.42849392,0.36677024,1.6118402
22701,0.5089213,0.4818187,1.8419371999999998
22751,0.6170456,-0.18077521,1.6741581
22801,0.45885393,0.09672592599999999,1.441398
22851,0.18401594,-0.0044741067,1.1420591
22901,0.15898226,0.089801714,0.80010945
22951,0.28095493,0.42749026,0.5369894000000001
23001,0.28628123,0.12815121,0.62913465
23051,0.23940966,-0.47532055,0.6925178000000001
23102,0.38907918,-0.9472323,0.66854936
23152,0.34327284,-1.1123482,0.29197872
23201,0.08974013,-1.3413798000000001,-0.046242423
23251,-0.16379258,-1.3903819,-0.5943205
23301,-0.4924264,-1.0106155,-1.2302828000000001
23351,-0.52012324,-0.42259002,-1.4811524
23401,-0.5036117,-0.5110069,-1.542405
23451,-0.5036117,-0.8758597,-1.1573122999999998
23501,-0.43703267,0.30338705,-1.0310786
23551,-0.41626003,-0.31286788,-1.0859396000000001
23601,-0.34382215,-0.0018109476999999998,-1.4129755
23651,-0.25380737,-1.0782597,-0.9660975
23701,0.012508523999999998,-0.88012075,-0.82335216
23752,0.1898749,-1.1858513000000002,-0.41801938
23801,0.54514027,-0.5951626999999999,-0.41482362
23851,0.7384856,-0.69476485,0.11194921
23901,1.0937511,0.28634283,0.38199347
23951,0.80186874,0.03973433,0.48372614
24001,0.30652124,-0.3331079,0.91142946
24051,0.10039277,0.65705454,0.69784415
24101,-0.08656099,-0.05347623,0.45336613
24151,0.06310854,-0.53923637,0.3718735
24201,0.24100755,-0.7224616999999999,0.8123600000000001
24251,0.2974665,-0.9536239,1.6033182
24302,0.21970229,-0.62765324,2.0480657
24351,0.044999055999999996,-0.1924931,2.2467372
24401,-0.055135712,0.041332223,2.1615162
24452,-0.06259255,-0.2622679,1.8025223999999997
24501,-0.030634647,-0.025246743,1.1969201999999999
24551,-0.15473783,0.37369445,0.5561640999999999
24601,-0.50307906,0.15744595,0.29943556
24651,-0.8114728,0.5340166000000001,-0.033991892
24701,-1.2823191999999999,0.63734716,-0.2837962
24751,-1.7419803,0.12548804,-0.5746131
24802,-1.642911,1.5167222,-1.4795545
24851,-0.6591401,-0.024714112000000003,-1.0113710999999999
24901,-0.6346391,-0.35707632,-0.6459858
24951,-0.71453387,0.6517282,-0.62734365
25001,-0.42957583,0.13986911,-0.10749507
25052,-0.22504523,0.38008603,0.10395973
25102,-0.15953152,0.25758073,0.26161873
25152,-0.21758840000000002,0.044528015,0.3937114
25201,-0.3400937,0.010439582,0.38465667
25251,-0.40933585,-0.13070783,0.36921033
25301,-0.3502137,0.12548804,0.26428187
25351,-0.17817365,-0.037497275,0.2696082
25402,0.01730221,-0.10780467,0.21368186
25451,0.21277806,-0.123783626,0.026728129
25501,0.21118018,-0.12165309,-0.08033085599999999
25551,0.11211066,-0.0529436,-0.06701506
25601,0.0061169430000000006,-0.0630636,-0.04464453
25652,-0.021047276,-0.07691202,-0.07340664
25702,0.08334855,-0.03270359,-0.13892035
25752,0.13394856,-0.04708465,-0.1378551
25802,0.17549385,0.0019174744,-0.13998562
25852,0.16271068,-0.037497275,-0.07340664
25901,0.06896749,-0.00553937,-0.016947677
25951,-0.015188328000000001,-0.019387795,9.6539516e-05
26001,-0.064723074,0.017363796,0.001161803
26052,-0.04927676,-0.00234358,0.024597602000000003
26102,-0.013057801,0.026418537000000002,0.034184974
26152,0.02316116,0.00085221085,0.03365234
26201,0.059380114000000005,0.022690113999999997,0.008086016
26251,0.060445383,0.017363796,0.011814439
